ID,gk,ram,rb,rcb,rcm,rdm,rf,rm,rs,rw,rwb
229194,15.0,57.0,63.0,59.0,55.0,57.0,58.0,61.0,57.0,61.0,63.0
199499,18.0,61.0,52.0,44.0,58.0,50.0,60.0,63.0,57.0,62.0,54.0
203851,20.0,39.0,50.0,63.0,44.0,55.0,37.0,38.0,40.0,37.0,48.0
219467,17.0,58.0,63.0,60.0,59.0,61.0,57.0,61.0,53.0,59.0,64.0
238667,15.0,44.0,59.0,63.0,48.0,58.0,43.0,45.0,43.0,42.0,57.0
238923,15.0,59.0,56.0,51.0,58.0,54.0,60.0,63.0,59.0,61.0,58.0
239691,17.0,58.0,39.0,36.0,51.0,39.0,61.0,56.0,63.0,58.0,41.0
190539,17.0,60.0,46.0,42.0,55.0,46.0,62.0,61.0,63.0,61.0,48.0
196940,18.0,61.0,63.0,65.0,63.0,65.0,60.0,60.0,60.0,59.0,62.0
198220,16.0,64.0,56.0,54.0,63.0,58.0,63.0,63.0,62.0,62.0,57.0
205388,20.0,63.0,63.0,60.0,63.0,63.0,61.0,63.0,58.0,62.0,63.0
216396,16.0,41.0,57.0,63.0,45.0,56.0,42.0,43.0,45.0,41.0,54.0
228684,18.0,52.0,63.0,62.0,53.0,59.0,51.0,57.0,49.0,55.0,63.0
189004,63.0,29.0,25.0,26.0,28.0,27.0,28.0,28.0,27.0,27.0,26.0
195148,14.0,59.0,43.0,40.0,53.0,43.0,61.0,58.0,63.0,60.0,45.0
235597,63.0,26.0,19.0,21.0,26.0,22.0,23.0,23.0,21.0,23.0,20.0
239949,13.0,42.0,57.0,63.0,47.0,58.0,42.0,44.0,45.0,41.0,55.0
193613,17.0,54.0,42.0,48.0,52.0,46.0,57.0,51.0,63.0,51.0,43.0
222286,17.0,40.0,56.0,63.0,45.0,56.0,39.0,41.0,41.0,38.0,54.0
232014,14.0,63.0,52.0,52.0,59.0,52.0,64.0,64.0,66.0,64.0,53.0
232526,15.0,54.0,63.0,64.0,57.0,62.0,53.0,58.0,52.0,55.0,63.0
241486,17.0,46.0,60.0,63.0,49.0,58.0,46.0,48.0,46.0,46.0,58.0
235855,16.0,63.0,43.0,37.0,55.0,42.0,64.0,62.0,63.0,64.0,46.0
228432,17.0,61.0,44.0,35.0,56.0,42.0,61.0,63.0,59.0,62.0,47.0
166736,17.0,63.0,57.0,53.0,63.0,57.0,63.0,63.0,63.0,63.0,59.0
172112,16.0,63.0,48.0,44.0,60.0,50.0,62.0,63.0,62.0,63.0,51.0
241488,19.0,53.0,63.0,61.0,53.0,59.0,54.0,56.0,53.0,55.0,62.0
213841,17.0,57.0,61.0,64.0,58.0,63.0,54.0,57.0,52.0,55.0,60.0
234833,63.0,26.0,23.0,24.0,25.0,25.0,25.0,25.0,24.0,25.0,24.0
238929,15.0,63.0,42.0,35.0,58.0,44.0,62.0,62.0,60.0,62.0,46.0
205650,17.0,58.0,44.0,43.0,52.0,44.0,61.0,58.0,63.0,60.0,45.0
237650,16.0,50.0,63.0,59.0,50.0,56.0,51.0,55.0,47.0,54.0,63.0
53842,20.0,61.0,57.0,56.0,63.0,60.0,59.0,60.0,58.0,59.0,58.0
226131,17.0,63.0,54.0,51.0,62.0,55.0,61.0,61.0,58.0,61.0,55.0
227155,21.0,55.0,62.0,63.0,58.0,63.0,54.0,56.0,52.0,53.0,61.0
228691,17.0,51.0,59.0,63.0,56.0,61.0,50.0,52.0,49.0,50.0,58.0
229971,19.0,64.0,63.0,63.0,63.0,63.0,64.0,64.0,65.0,64.0,63.0
177747,18.0,63.0,50.0,44.0,60.0,51.0,63.0,63.0,61.0,63.0,53.0
223572,19.0,54.0,61.0,64.0,58.0,63.0,52.0,55.0,52.0,52.0,60.0
219733,16.0,54.0,37.0,40.0,48.0,38.0,57.0,51.0,63.0,54.0,38.0
236885,18.0,58.0,41.0,40.0,51.0,41.0,60.0,57.0,63.0,59.0,42.0
210262,16.0,35.0,56.0,63.0,41.0,55.0,35.0,37.0,39.0,35.0,53.0
227926,63.0,25.0,28.0,27.0,25.0,27.0,25.0,27.0,26.0,25.0,28.0
163158,15.0,52.0,63.0,63.0,56.0,63.0,51.0,54.0,51.0,51.0,62.0
235607,16.0,57.0,63.0,63.0,59.0,63.0,57.0,58.0,57.0,56.0,62.0
239447,15.0,60.0,61.0,63.0,62.0,63.0,59.0,59.0,58.0,58.0,61.0
210264,63.0,29.0,27.0,27.0,29.0,28.0,27.0,28.0,25.0,27.0,27.0
237144,14.0,59.0,36.0,34.0,50.0,36.0,62.0,56.0,63.0,59.0,38.0
233049,16.0,63.0,46.0,39.0,57.0,46.0,63.0,62.0,59.0,64.0,48.0
206170,18.0,46.0,60.0,63.0,51.0,59.0,44.0,48.0,44.0,45.0,58.0
221018,16.0,47.0,59.0,63.0,50.0,58.0,48.0,49.0,50.0,47.0,57.0
221274,17.0,60.0,43.0,36.0,54.0,41.0,63.0,62.0,63.0,63.0,46.0
226650,17.0,49.0,60.0,63.0,52.0,59.0,48.0,51.0,48.0,48.0,58.0
198491,18.0,57.0,60.0,63.0,59.0,64.0,53.0,56.0,50.0,55.0,60.0
204635,17.0,53.0,63.0,62.0,56.0,61.0,52.0,57.0,51.0,54.0,63.0
228699,17.0,45.0,57.0,63.0,52.0,61.0,41.0,45.0,40.0,41.0,55.0
235355,16.0,64.0,59.0,58.0,63.0,60.0,62.0,64.0,59.0,63.0,60.0
160092,18.0,63.0,57.0,55.0,62.0,58.0,62.0,63.0,59.0,63.0,59.0
226140,16.0,58.0,61.0,63.0,61.0,63.0,57.0,58.0,55.0,56.0,61.0
235868,16.0,63.0,45.0,37.0,56.0,44.0,64.0,63.0,63.0,64.0,48.0
239964,14.0,62.0,50.0,46.0,56.0,47.0,64.0,63.0,65.0,64.0,51.0
240988,19.0,48.0,57.0,63.0,52.0,59.0,47.0,49.0,49.0,46.0,55.0
155742,17.0,61.0,46.0,38.0,56.0,47.0,61.0,63.0,58.0,63.0,50.0
234846,63.0,22.0,18.0,22.0,23.0,22.0,20.0,21.0,19.0,19.0,18.0
194654,63.0,26.0,27.0,27.0,27.0,28.0,25.0,27.0,27.0,26.0,27.0
197983,19.0,57.0,63.0,63.0,59.0,63.0,55.0,57.0,53.0,56.0,62.0
204383,17.0,63.0,57.0,51.0,61.0,56.0,62.0,64.0,59.0,64.0,59.0
207455,63.0,29.0,27.0,26.0,29.0,28.0,29.0,30.0,29.0,29.0,28.0
212319,17.0,58.0,39.0,41.0,50.0,41.0,60.0,55.0,63.0,57.0,41.0
213855,20.0,50.0,65.0,63.0,54.0,62.0,47.0,54.0,47.0,51.0,65.0
160095,16.0,55.0,60.0,63.0,59.0,63.0,54.0,56.0,55.0,54.0,59.0
231263,17.0,50.0,60.0,63.0,52.0,59.0,49.0,51.0,49.0,50.0,58.0
207712,63.0,29.0,30.0,29.0,29.0,30.0,30.0,30.0,30.0,29.0,30.0
226656,63.0,26.0,28.0,30.0,26.0,28.0,27.0,28.0,29.0,27.0,28.0
239200,16.0,63.0,53.0,50.0,61.0,55.0,61.0,62.0,57.0,60.0,54.0
182112,16.0,56.0,59.0,62.0,60.0,63.0,54.0,56.0,54.0,54.0,59.0
231265,63.0,21.0,20.0,20.0,21.0,20.0,20.0,22.0,19.0,20.0,20.0
231521,13.0,61.0,59.0,53.0,60.0,56.0,61.0,63.0,59.0,63.0,61.0
238689,17.0,61.0,60.0,59.0,63.0,62.0,59.0,60.0,58.0,58.0,60.0
177761,18.0,54.0,63.0,63.0,55.0,62.0,52.0,55.0,53.0,54.0,62.0
189282,17.0,62.0,49.0,44.0,57.0,47.0,63.0,62.0,63.0,63.0,50.0
207459,19.0,61.0,61.0,59.0,61.0,60.0,62.0,62.0,63.0,62.0,61.0
230499,19.0,63.0,46.0,39.0,57.0,44.0,63.0,63.0,63.0,63.0,49.0
122723,19.0,62.0,61.0,57.0,62.0,59.0,62.0,63.0,61.0,63.0,61.0
191331,15.0,49.0,60.0,63.0,54.0,63.0,47.0,49.0,47.0,47.0,59.0
207460,19.0,64.0,61.0,59.0,63.0,60.0,63.0,64.0,62.0,63.0,61.0
194148,18.0,48.0,58.0,63.0,51.0,59.0,48.0,49.0,50.0,47.0,57.0
213093,18.0,59.0,63.0,65.0,60.0,64.0,58.0,59.0,58.0,58.0,62.0
223845,17.0,61.0,63.0,59.0,61.0,61.0,59.0,63.0,56.0,62.0,63.0
239461,63.0,21.0,20.0,24.0,22.0,23.0,18.0,19.0,19.0,19.0,20.0
240997,18.0,39.0,58.0,63.0,43.0,54.0,40.0,41.0,42.0,40.0,55.0
210790,18.0,55.0,63.0,63.0,56.0,62.0,54.0,59.0,55.0,57.0,64.0
183910,19.0,58.0,63.0,61.0,59.0,61.0,57.0,60.0,55.0,58.0,63.0
184678,63.0,26.0,23.0,25.0,25.0,24.0,25.0,26.0,23.0,25.0,23.0
199271,17.0,38.0,56.0,63.0,42.0,56.0,38.0,38.0,42.0,36.0,53.0
205159,20.0,43.0,57.0,63.0,47.0,58.0,43.0,46.0,46.0,43.0,54.0
207463,20.0,62.0,52.0,49.0,58.0,52.0,63.0,64.0,63.0,63.0,54.0
233575,14.0,55.0,63.0,60.0,57.0,61.0,52.0,59.0,49.0,56.0,64.0
240999,15.0,59.0,43.0,40.0,53.0,42.0,61.0,59.0,63.0,60.0,45.0
205416,63.0,25.0,25.0,28.0,25.0,26.0,25.0,26.0,26.0,25.0,25.0
218216,63.0,29.0,27.0,27.0,29.0,27.0,27.0,28.0,26.0,27.0,27.0
224361,17.0,61.0,63.0,59.0,61.0,61.0,60.0,63.0,58.0,62.0,63.0
191081,18.0,61.0,45.0,40.0,55.0,46.0,61.0,63.0,58.0,63.0,48.0
204139,15.0,56.0,63.0,59.0,57.0,60.0,56.0,60.0,56.0,59.0,63.0
213355,20.0,62.0,47.0,44.0,53.0,45.0,64.0,63.0,63.0,65.0,49.0
225387,17.0,54.0,63.0,62.0,52.0,57.0,54.0,58.0,53.0,58.0,63.0
236395,17.0,57.0,63.0,59.0,59.0,61.0,56.0,61.0,52.0,58.0,63.0
241003,17.0,64.0,58.0,54.0,63.0,58.0,63.0,65.0,61.0,64.0,59.0
199021,16.0,63.0,58.0,51.0,62.0,57.0,62.0,64.0,58.0,64.0,60.0
211565,19.0,61.0,47.0,43.0,55.0,45.0,62.0,60.0,63.0,61.0,48.0
225389,18.0,53.0,63.0,59.0,53.0,58.0,53.0,58.0,50.0,56.0,63.0
238701,16.0,51.0,63.0,64.0,52.0,60.0,50.0,55.0,49.0,53.0,63.0
232558,14.0,51.0,61.0,63.0,53.0,60.0,49.0,53.0,46.0,50.0,60.0
199535,18.0,58.0,63.0,63.0,59.0,62.0,57.0,60.0,55.0,59.0,63.0
203375,17.0,40.0,57.0,63.0,45.0,57.0,40.0,44.0,42.0,40.0,54.0
179055,18.0,51.0,63.0,63.0,56.0,63.0,51.0,50.0,54.0,49.0,61.0
224624,18.0,55.0,63.0,59.0,58.0,61.0,52.0,60.0,47.0,56.0,64.0
230768,10.0,63.0,45.0,35.0,59.0,46.0,62.0,64.0,57.0,64.0,49.0
205937,15.0,61.0,47.0,42.0,55.0,47.0,61.0,63.0,58.0,64.0,50.0
237169,17.0,60.0,63.0,58.0,59.0,59.0,59.0,62.0,56.0,62.0,63.0
187761,20.0,62.0,44.0,37.0,57.0,44.0,63.0,63.0,63.0,63.0,47.0
231538,17.0,44.0,61.0,63.0,48.0,57.0,44.0,48.0,45.0,45.0,59.0
204915,15.0,61.0,53.0,51.0,58.0,52.0,62.0,61.0,63.0,62.0,53.0
233587,63.0,30.0,28.0,25.0,30.0,27.0,28.0,30.0,26.0,29.0,28.0
215412,18.0,50.0,63.0,60.0,52.0,58.0,50.0,56.0,49.0,53.0,62.0
234100,17.0,54.0,63.0,60.0,56.0,60.0,52.0,57.0,49.0,56.0,63.0
237428,16.0,60.0,50.0,43.0,56.0,49.0,59.0,63.0,57.0,61.0,53.0
238964,17.0,42.0,59.0,63.0,46.0,57.0,41.0,43.0,43.0,41.0,56.0
216181,16.0,52.0,60.0,62.0,58.0,63.0,50.0,53.0,49.0,50.0,60.0
216182,15.0,57.0,59.0,63.0,59.0,63.0,54.0,54.0,52.0,54.0,58.0
222838,17.0,63.0,45.0,36.0,56.0,43.0,62.0,63.0,58.0,64.0,48.0
230774,15.0,44.0,61.0,63.0,49.0,59.0,44.0,47.0,46.0,44.0,58.0
239990,14.0,49.0,60.0,63.0,52.0,60.0,47.0,51.0,49.0,49.0,59.0
241014,17.0,63.0,51.0,48.0,59.0,52.0,63.0,62.0,59.0,63.0,53.0
176246,16.0,61.0,53.0,44.0,57.0,50.0,63.0,63.0,59.0,64.0,56.0
233079,16.0,62.0,60.0,60.0,63.0,63.0,62.0,61.0,60.0,60.0,61.0
234615,15.0,66.0,48.0,43.0,62.0,50.0,65.0,65.0,63.0,65.0,51.0
169591,17.0,57.0,63.0,62.0,58.0,61.0,55.0,59.0,54.0,57.0,63.0
200312,19.0,58.0,45.0,44.0,53.0,45.0,60.0,58.0,63.0,58.0,46.0
204152,17.0,55.0,64.0,66.0,57.0,63.0,53.0,56.0,53.0,55.0,63.0
201337,16.0,58.0,45.0,44.0,53.0,46.0,61.0,56.0,63.0,57.0,46.0
227705,18.0,38.0,57.0,63.0,41.0,54.0,39.0,41.0,41.0,39.0,54.0
236409,18.0,54.0,40.0,44.0,50.0,42.0,58.0,52.0,63.0,53.0,41.0
188025,20.0,56.0,59.0,63.0,60.0,62.0,56.0,55.0,58.0,54.0,59.0
200826,17.0,53.0,39.0,43.0,49.0,42.0,57.0,52.0,63.0,52.0,39.0
204154,16.0,62.0,45.0,38.0,57.0,45.0,62.0,63.0,58.0,63.0,48.0
211322,10.0,50.0,63.0,62.0,53.0,59.0,50.0,54.0,50.0,52.0,62.0
233083,19.0,62.0,56.0,53.0,63.0,60.0,60.0,62.0,57.0,61.0,59.0
174203,17.0,58.0,42.0,44.0,52.0,43.0,61.0,56.0,63.0,59.0,43.0
209276,63.0,27.0,26.0,27.0,26.0,25.0,26.0,28.0,27.0,27.0,26.0
233084,16.0,55.0,63.0,59.0,56.0,59.0,54.0,59.0,51.0,57.0,63.0
236668,15.0,61.0,63.0,59.0,60.0,60.0,60.0,62.0,57.0,62.0,64.0
239740,18.0,62.0,43.0,33.0,56.0,43.0,61.0,63.0,56.0,62.0,46.0
209277,18.0,42.0,59.0,63.0,49.0,60.0,42.0,45.0,45.0,42.0,57.0
225149,63.0,27.0,25.0,25.0,26.0,25.0,27.0,28.0,27.0,26.0,25.0
225917,18.0,60.0,62.0,64.0,61.0,63.0,60.0,60.0,59.0,59.0,62.0
237181,17.0,44.0,61.0,63.0,48.0,58.0,43.0,48.0,44.0,45.0,59.0
239485,17.0,39.0,57.0,63.0,44.0,56.0,40.0,41.0,42.0,39.0,54.0
230270,16.0,63.0,55.0,54.0,60.0,56.0,63.0,62.0,63.0,62.0,56.0
232574,21.0,38.0,56.0,63.0,40.0,52.0,39.0,40.0,42.0,39.0,52.0
239486,18.0,65.0,47.0,41.0,59.0,47.0,66.0,63.0,65.0,64.0,49.0
186494,63.0,21.0,22.0,25.0,21.0,23.0,20.0,21.0,21.0,21.0,22.0
220031,19.0,57.0,41.0,36.0,51.0,40.0,60.0,56.0,63.0,57.0,42.0
224127,17.0,61.0,42.0,36.0,54.0,41.0,62.0,62.0,63.0,63.0,44.0
236415,17.0,41.0,58.0,63.0,46.0,57.0,41.0,42.0,45.0,40.0,55.0
206208,18.0,53.0,63.0,60.0,54.0,60.0,53.0,57.0,51.0,55.0,64.0
213120,15.0,60.0,45.0,46.0,54.0,46.0,62.0,58.0,63.0,60.0,46.0
155264,20.0,45.0,55.0,63.0,52.0,61.0,44.0,44.0,49.0,42.0,53.0
232064,19.0,56.0,40.0,42.0,51.0,42.0,60.0,53.0,63.0,56.0,41.0
232832,16.0,62.0,57.0,52.0,60.0,55.0,61.0,63.0,59.0,63.0,58.0
239744,18.0,66.0,56.0,50.0,63.0,55.0,64.0,66.0,61.0,66.0,57.0
240000,16.0,63.0,43.0,39.0,57.0,45.0,61.0,60.0,59.0,62.0,46.0
180352,18.0,63.0,58.0,54.0,63.0,58.0,63.0,63.0,62.0,63.0,60.0
213377,17.0,58.0,41.0,36.0,50.0,38.0,61.0,59.0,63.0,60.0,43.0
224129,18.0,53.0,63.0,62.0,51.0,57.0,54.0,58.0,52.0,58.0,62.0
232577,16.0,55.0,63.0,58.0,57.0,60.0,54.0,61.0,49.0,58.0,65.0
233089,14.0,64.0,42.0,36.0,56.0,41.0,65.0,65.0,63.0,67.0,45.0
240257,18.0,51.0,63.0,60.0,51.0,57.0,51.0,57.0,49.0,55.0,63.0
183681,15.0,61.0,61.0,61.0,63.0,63.0,60.0,61.0,59.0,60.0,62.0
214658,18.0,62.0,57.0,56.0,63.0,60.0,61.0,62.0,60.0,61.0,59.0
221570,18.0,60.0,41.0,34.0,54.0,41.0,62.0,61.0,63.0,62.0,44.0
237698,16.0,63.0,54.0,49.0,61.0,54.0,62.0,64.0,60.0,63.0,56.0
191874,17.0,51.0,60.0,63.0,54.0,59.0,49.0,51.0,51.0,50.0,58.0
234371,63.0,20.0,19.0,21.0,20.0,20.0,19.0,20.0,20.0,19.0,19.0
237699,14.0,61.0,50.0,47.0,57.0,51.0,62.0,62.0,63.0,62.0,51.0
214660,19.0,63.0,63.0,61.0,61.0,61.0,61.0,64.0,57.0,64.0,64.0
232068,14.0,58.0,41.0,39.0,50.0,39.0,62.0,59.0,63.0,61.0,43.0
169604,63.0,31.0,26.0,27.0,30.0,29.0,29.0,29.0,27.0,29.0,26.0
235652,63.0,25.0,21.0,24.0,26.0,25.0,22.0,24.0,22.0,22.0,21.0
241028,63.0,27.0,22.0,26.0,25.0,24.0,25.0,25.0,25.0,25.0,22.0
201094,63.0,28.0,24.0,24.0,26.0,25.0,26.0,27.0,24.0,26.0,24.0
209798,19.0,65.0,58.0,55.0,63.0,58.0,65.0,64.0,62.0,65.0,59.0
187014,16.0,51.0,63.0,63.0,56.0,63.0,49.0,51.0,48.0,50.0,61.0
187782,20.0,58.0,63.0,63.0,60.0,63.0,57.0,59.0,55.0,57.0,63.0
190598,20.0,58.0,63.0,62.0,59.0,62.0,59.0,61.0,58.0,60.0,64.0
221831,17.0,64.0,53.0,49.0,63.0,57.0,62.0,62.0,58.0,62.0,55.0
237959,17.0,59.0,63.0,63.0,60.0,62.0,59.0,62.0,59.0,60.0,63.0
240007,16.0,62.0,58.0,54.0,61.0,58.0,60.0,63.0,57.0,62.0,60.0
226440,17.0,56.0,63.0,61.0,59.0,62.0,54.0,59.0,49.0,56.0,63.0
203145,18.0,51.0,61.0,63.0,56.0,62.0,49.0,53.0,50.0,49.0,60.0
236937,18.0,61.0,63.0,62.0,61.0,62.0,62.0,63.0,62.0,62.0,63.0
204426,18.0,58.0,59.0,61.0,59.0,63.0,56.0,57.0,53.0,56.0,60.0
212106,18.0,61.0,49.0,42.0,54.0,46.0,61.0,63.0,60.0,64.0,51.0
237450,17.0,55.0,62.0,64.0,58.0,63.0,55.0,57.0,55.0,55.0,62.0
184714,17.0,60.0,45.0,40.0,54.0,44.0,62.0,61.0,63.0,61.0,47.0
231307,17.0,58.0,63.0,62.0,57.0,60.0,59.0,60.0,59.0,60.0,63.0
232843,15.0,63.0,52.0,47.0,60.0,52.0,62.0,63.0,58.0,63.0,54.0
236171,18.0,63.0,59.0,57.0,63.0,62.0,62.0,63.0,60.0,62.0,61.0
238475,15.0,39.0,57.0,63.0,44.0,55.0,39.0,41.0,42.0,39.0,55.0
213900,15.0,60.0,42.0,38.0,54.0,41.0,62.0,60.0,63.0,61.0,44.0
237452,17.0,63.0,55.0,49.0,63.0,56.0,62.0,64.0,58.0,63.0,58.0
193932,15.0,62.0,55.0,50.0,58.0,54.0,62.0,63.0,59.0,63.0,57.0
210317,17.0,59.0,63.0,62.0,61.0,63.0,58.0,61.0,56.0,59.0,64.0
213901,16.0,39.0,57.0,63.0,45.0,57.0,39.0,42.0,42.0,39.0,55.0
215693,63.0,29.0,27.0,29.0,31.0,32.0,27.0,29.0,28.0,27.0,28.0
231821,16.0,46.0,55.0,63.0,52.0,60.0,46.0,45.0,48.0,43.0,54.0
177549,18.0,63.0,51.0,48.0,58.0,51.0,63.0,63.0,63.0,63.0,53.0
197774,17.0,64.0,46.0,37.0,57.0,45.0,65.0,65.0,63.0,66.0,49.0
208014,18.0,53.0,63.0,64.0,54.0,61.0,54.0,56.0,56.0,55.0,62.0
160142,19.0,63.0,46.0,39.0,57.0,44.0,63.0,63.0,63.0,63.0,49.0
227982,17.0,59.0,61.0,62.0,61.0,63.0,58.0,58.0,57.0,57.0,61.0
237198,15.0,60.0,46.0,35.0,51.0,40.0,61.0,63.0,57.0,64.0,49.0
208527,63.0,26.0,27.0,27.0,26.0,27.0,26.0,27.0,25.0,26.0,28.0
220815,18.0,59.0,38.0,37.0,52.0,40.0,61.0,56.0,63.0,59.0,40.0
239247,17.0,61.0,63.0,60.0,61.0,61.0,60.0,62.0,56.0,62.0,63.0
135056,18.0,62.0,62.0,60.0,63.0,62.0,61.0,63.0,61.0,61.0,62.0
231056,63.0,30.0,29.0,30.0,32.0,32.0,28.0,30.0,28.0,27.0,30.0
192912,17.0,63.0,50.0,46.0,59.0,51.0,63.0,63.0,61.0,63.0,52.0
240529,14.0,63.0,56.0,52.0,61.0,56.0,62.0,63.0,60.0,63.0,57.0
186769,18.0,53.0,63.0,61.0,53.0,60.0,51.0,57.0,49.0,55.0,63.0
230802,17.0,62.0,55.0,51.0,60.0,56.0,61.0,63.0,56.0,62.0,56.0
237203,14.0,62.0,64.0,64.0,63.0,65.0,60.0,61.0,60.0,60.0,63.0
238227,17.0,65.0,51.0,41.0,58.0,47.0,66.0,66.0,63.0,67.0,53.0
184467,15.0,60.0,40.0,37.0,52.0,39.0,62.0,59.0,63.0,61.0,43.0
189331,16.0,52.0,63.0,61.0,55.0,60.0,52.0,56.0,52.0,54.0,63.0
198036,17.0,65.0,64.0,62.0,65.0,63.0,65.0,65.0,65.0,65.0,65.0
204180,18.0,62.0,55.0,54.0,63.0,59.0,60.0,61.0,57.0,59.0,57.0
212628,16.0,55.0,61.0,63.0,57.0,62.0,52.0,56.0,51.0,54.0,60.0
214164,19.0,54.0,60.0,63.0,58.0,63.0,54.0,55.0,54.0,52.0,59.0
215700,17.0,62.0,63.0,62.0,63.0,64.0,60.0,63.0,59.0,61.0,63.0
219796,18.0,44.0,57.0,63.0,47.0,57.0,44.0,45.0,46.0,43.0,55.0
234388,16.0,58.0,63.0,59.0,58.0,60.0,56.0,61.0,52.0,59.0,64.0
186516,15.0,59.0,41.0,41.0,52.0,42.0,61.0,57.0,63.0,59.0,43.0
187796,13.0,58.0,47.0,46.0,55.0,47.0,61.0,58.0,63.0,59.0,48.0
135061,20.0,62.0,63.0,62.0,63.0,63.0,59.0,63.0,53.0,61.0,63.0
225685,16.0,60.0,63.0,64.0,59.0,62.0,59.0,60.0,58.0,61.0,62.0
227989,15.0,61.0,54.0,48.0,56.0,51.0,63.0,63.0,61.0,65.0,55.0
204438,63.0,28.0,22.0,22.0,31.0,28.0,24.0,27.0,21.0,23.0,23.0
205206,19.0,56.0,63.0,63.0,58.0,62.0,57.0,58.0,58.0,57.0,62.0
225430,19.0,59.0,62.0,63.0,59.0,63.0,58.0,59.0,57.0,58.0,62.0
198039,63.0,31.0,27.0,28.0,33.0,31.0,28.0,30.0,27.0,28.0,28.0
201879,17.0,62.0,59.0,59.0,63.0,61.0,61.0,62.0,60.0,60.0,59.0
214679,18.0,46.0,58.0,63.0,50.0,58.0,46.0,48.0,46.0,45.0,56.0
144024,63.0,32.0,24.0,26.0,32.0,29.0,28.0,28.0,26.0,27.0,25.0
222104,16.0,47.0,59.0,63.0,51.0,59.0,45.0,48.0,46.0,46.0,57.0
229784,16.0,60.0,46.0,44.0,55.0,47.0,61.0,60.0,63.0,60.0,47.0
231320,15.0,52.0,62.0,63.0,55.0,61.0,50.0,55.0,51.0,53.0,61.0
233880,16.0,56.0,60.0,63.0,58.0,63.0,53.0,55.0,52.0,53.0,59.0
224665,15.0,63.0,53.0,48.0,59.0,53.0,60.0,63.0,54.0,63.0,55.0
235673,17.0,41.0,58.0,63.0,46.0,57.0,41.0,42.0,43.0,40.0,55.0
235929,15.0,63.0,54.0,50.0,62.0,55.0,61.0,63.0,56.0,61.0,55.0
236697,17.0,60.0,41.0,36.0,52.0,39.0,62.0,60.0,63.0,61.0,43.0
238489,63.0,30.0,23.0,25.0,29.0,27.0,27.0,28.0,24.0,26.0,24.0
241049,17.0,52.0,63.0,60.0,53.0,59.0,50.0,54.0,46.0,53.0,62.0
214682,14.0,47.0,56.0,63.0,51.0,59.0,46.0,48.0,45.0,45.0,55.0
152731,17.0,63.0,54.0,52.0,61.0,54.0,63.0,63.0,63.0,63.0,55.0
227995,16.0,63.0,60.0,56.0,63.0,60.0,63.0,63.0,62.0,62.0,60.0
234651,16.0,57.0,63.0,59.0,56.0,58.0,58.0,61.0,56.0,61.0,64.0
235931,63.0,23.0,20.0,22.0,22.0,22.0,21.0,22.0,22.0,21.0,20.0
199836,18.0,57.0,45.0,39.0,52.0,43.0,60.0,61.0,63.0,62.0,48.0
237212,15.0,62.0,59.0,57.0,63.0,61.0,59.0,61.0,55.0,59.0,60.0
228509,19.0,64.0,53.0,51.0,61.0,55.0,63.0,63.0,59.0,62.0,55.0
241053,16.0,60.0,41.0,39.0,53.0,41.0,62.0,58.0,63.0,60.0,43.0
189085,17.0,62.0,59.0,56.0,61.0,58.0,61.0,63.0,59.0,63.0,60.0
150430,16.0,63.0,51.0,44.0,58.0,50.0,62.0,63.0,58.0,63.0,54.0
225694,16.0,54.0,63.0,63.0,57.0,61.0,53.0,57.0,52.0,54.0,63.0
219551,18.0,54.0,60.0,63.0,56.0,61.0,53.0,54.0,53.0,52.0,59.0
205728,18.0,64.0,48.0,42.0,56.0,46.0,64.0,64.0,63.0,65.0,50.0
152480,18.0,62.0,61.0,55.0,60.0,59.0,62.0,63.0,61.0,63.0,63.0
179616,17.0,60.0,46.0,44.0,54.0,47.0,62.0,61.0,63.0,62.0,49.0
182688,19.0,62.0,60.0,57.0,61.0,59.0,63.0,63.0,63.0,63.0,61.0
211873,20.0,63.0,53.0,50.0,61.0,55.0,61.0,62.0,57.0,62.0,55.0
155041,20.0,61.0,51.0,49.0,58.0,51.0,63.0,62.0,63.0,62.0,53.0
223137,16.0,59.0,45.0,42.0,53.0,44.0,61.0,58.0,63.0,60.0,46.0
234913,18.0,63.0,39.0,33.0,57.0,40.0,65.0,63.0,66.0,63.0,42.0
237217,16.0,62.0,51.0,46.0,57.0,49.0,63.0,63.0,63.0,63.0,53.0
211362,16.0,55.0,61.0,63.0,58.0,61.0,55.0,55.0,55.0,53.0,59.0
224930,18.0,61.0,62.0,63.0,63.0,64.0,59.0,60.0,56.0,58.0,62.0
227746,16.0,66.0,54.0,49.0,63.0,56.0,65.0,66.0,60.0,66.0,57.0
228770,16.0,36.0,55.0,63.0,40.0,52.0,37.0,38.0,42.0,36.0,52.0
231842,15.0,64.0,62.0,59.0,64.0,63.0,62.0,64.0,60.0,64.0,63.0
240546,17.0,64.0,50.0,47.0,59.0,51.0,64.0,64.0,63.0,65.0,52.0
202659,19.0,63.0,46.0,41.0,55.0,44.0,65.0,63.0,63.0,65.0,48.0
211875,19.0,49.0,59.0,66.0,54.0,63.0,50.0,48.0,54.0,46.0,57.0
216483,16.0,60.0,48.0,39.0,55.0,46.0,61.0,63.0,58.0,63.0,51.0
152483,16.0,45.0,58.0,63.0,47.0,57.0,42.0,45.0,43.0,43.0,55.0
225955,15.0,57.0,41.0,42.0,51.0,41.0,59.0,55.0,63.0,56.0,41.0
